rank,uid,username,type
1,244761,kooangel,提督
2,71161734,焰语娜娜,舰长
3,16675787,Redicult-紅,舰长
4,675359,出云的天线,舰长
5,33563,万受无酱,舰长
6,306581,别说话-我在潜行,舰长
7,1668762828,Amnelis,舰长
8,28219035,羽意_,舰长
9,43657743,好想再睡多一会,舰长
10,542204,羊葱冰沙,舰长
11,251481034,Sora泉,舰长
12,13490,CZT_吃枕头,舰长
13,6666274,LadonQ,舰长
14,179619755,gglyeah,舰长
15,444976250,Tomjojo,舰长
16,1052926133,无已时,舰长
17,2729248,予星以梦゜,舰长
18,13921283,错了错了滑轨投降了,舰长
19,16257134,笨饭无聊,舰长
20,3690991722695399,小_丸L犊子,舰长
21,52765711,风稀饭大王丶,舰长
22,95044,dqdqe,舰长
23,1608271,zf000ooo,舰长
24,14176,DLS_MWZZ,舰长
25,509608998,封椰风风,舰长
26,1412940,Enyc,舰长
27,36876412,一生幻梦,舰长
28,8144119,江山时雨,舰长
29,70093,12dora,舰长
30,26566116,一般路过的星之卡比,舰长
31,13908542,柊真华Official,舰长
32,9768418,雾隐天岚,舰长
33,19227703,花きい桜雪,舰长
34,39669948,夜奈洛,舰长
35,1148961289,憨憨C酱处处D,舰长
36,292017965,Auuuuuya,舰长
37,34890150,Zaa__,舰长
38,22985861,黑星映梦白,舰长
39,2001552,一欧力,舰长
40,25252322,步步皆殇w,舰长
41,85684371,星苒坠夜,舰长
42,880449,封面未定,舰长
43,289133881,頹龍先森,舰长
44,329185,玥鸣雪鹤,舰长
45,1670680,等丶时光,舰长
46,290880179,我就笑ジ,舰长
47,1496907120,安斯Ensy,舰长
48,311778604,黄昏之风日,舰长
49,2658608,龙蛋酱,舰长
50,296458602,森林之眸ww,舰长
51,1672630444,唯有知行合一,舰长
52,1060140034,HunikOo,舰长
